system:index,area_ha,dNBR,fire_class,fire_date_str,fire_year,nbr_post,nbr_post2,nbr_post3,nbr_pre,sensor,severity,.geo
000000000000000000cb,0.3,-0.07965332262315263,소규모,2015-04-13,2015,0.158927889808164,0.08225164581589914,0.09595982836277003,0.07927456718501137,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.65949258157572,38.17125166601486]}"
000000000000000000d0,0.3,-0.016122505430591988,소규모,2015-04-24,2015,0.17050464267377338,0.12204310335570613,0.12463381838956973,0.1543821372431814,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.7373018972041,37.51967444278219]}"
000000000000000000ea,0.3,-0.06158114412271329,소규모,2015-05-17,2015,0.23444347581320857,0.16906090631955686,0.18094144561179293,0.17286233169049528,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.7192469970387,37.988852137423656]}"
000000000000000000f5,0.3,0.032741299156925086,소규모,2015-05-26,2015,0.09945873403915817,0.19293661775322254,0.13296243473587713,0.13220003319608326,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.16231619141968,37.780652250137216]}"
000000000000000000fe,0.3,-0.0752756628955978,소규모,2015-05-28,2015,0.15589198343051727,0.07698497132876123,0.0824149897303049,0.08061632053491948,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.52278792282598,37.319616874019346]}"
0000000000000000011b,0.3,-0.018113189244259725,소규모,2015-06-04,2015,0.10676447317763577,0.07113042028821782,0.07434420737233725,0.08865128393337604,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.06118823862857,38.15505621098875]}"
00000000000000000127,0.3,0.011525497752311181,소규모,2015-06-08,2015,0.12037107390576113,0.15946991999881963,0.17423556927888373,0.1318965716580723,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.14455113282273,37.960242545064744]}"
00000000000000000146,0.3,0.0401231758832194,소규모,2015-10-17,2015,0.11361554257335801,0.1040348875192303,0.1312954461525495,0.1537387184565774,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.03641347317563,37.4264480170578]}"
0000000000000000014d,0.3,0.015701176090243227,소규모,2015-11-03,2015,0.10157906188951098,0.09048685984748417,0.04432669712464527,0.1172802379797542,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.52478759785218,37.54832862615163]}"
0000000000000000007d,0.4,-0.1495191394797145,소규모,2015-03-14,2015,0.2531127328489356,0.1187494780448347,0.10037329941655655,0.1035935933692211,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.36338597612163,37.44912254591456]}"
000000000000000000fb,0.4,-0.008541990928076781,소규모,2015-05-27,2015,0.0941205124819611,0.09641849812225273,0.04889837419230062,0.08557852155388432,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.26383208600241,37.40313583675038]}"
0000000000000000012c,0.4,-0.01645793924969094,소규모,2015-06-10,2015,0.20745480738371594,0.17810378099977522,0.19384829745289509,0.190996868134025,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.67426358561156,37.43093387271756]}"
00000000000000000088,0.5,-0.033122298959733926,소규모,2015-03-16,2015,0.1642415483344646,0.08764565301359749,0.08510082277319951,0.13111924937473068,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.99555965291654,37.09360733712543]}"
0000000000000000008c,0.5,-0.03282862832423991,소규모,2015-03-17,2015,0.25817738076797586,0.28545528827433925,0.16511912690622016,0.22534875244373595,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[129.23514269341715,37.21093966314476]}"
000000000000000000cc,0.5,-0.13754416445276002,소규모,2015-04-23,2015,0.27203894935856865,0.09933200807903303,0.1128549336964052,0.13449478490580863,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.37534774649382,38.36286369738248]}"
000000000000000000d5,0.5,-0.050940661441196924,소규모,2015-04-25,2015,0.1617627123620177,0.13897885560204412,0.09968979310403583,0.11082205092082077,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.23528046195719,37.65484763211634]}"
000000000000000000dd,0.5,0.04706771111619197,소규모,2015-04-28,2015,0.08901979496086936,0.12385165423864301,0.07569317633957126,0.13608750607706133,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.05201140866056,38.01067943708027]}"
000000000000000000de,0.5,-0.07732257099993652,소규모,2015-04-29,2015,0.1980111135826564,0.12921344615970407,0.165286096617778,0.1206885425827199,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.00113552698758,38.090515182341164]}"
000000000000000000ef,0.5,-0.021166161614224133,소규모,2015-05-23,2015,0.1505704464058117,0.12290904517304108,0.15864819905147734,0.12940428479158755,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.35583472028392,37.35861617183277]}"
000000000000000000f7,0.5,-0.1082127982333707,소규모,2015-05-25,2015,0.1744857166876996,0.085852110032118,0.08525349688291362,0.06627291845432891,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.06262207141353,37.617252951134745]}"
00000000000000000104,0.5,-0.06751664245872283,소규모,2015-05-31,2015,0.17228040284452692,0.09127846230243337,0.11181268224648128,0.1047637603858041,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.8849917831953,37.384327348506936]}"
00000000000000000114,0.5,-0.019620589402645328,소규모,2015-06-03,2015,0.10506996547097314,0.09964501352928058,0.0950097240955334,0.08544937606832781,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.21662158539536,37.93683672363521]}"
00000000000000000122,0.5,-0.02966923372734903,소규모,2015-06-06,2015,0.17490789178327953,0.12144350887686162,0.13470478795092455,0.1452386580559305,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.38632359194057,38.0944391912682]}"
00000000000000000125,0.5,-0.0036788272532704835,소규모,2015-06-07,2015,0.13676301787595077,0.16367202625144286,0.15660417594536202,0.1330841906226803,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.31044306931408,37.89200492164387]}"
0000000000000000012d,0.5,0.022074210731685,소규모,2015-06-11,2015,0.12639411676327825,0.12525444565724614,0.17132697416838277,0.14846832749496325,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.9553762319771,37.842392963323235]}"
00000000000000000148,0.5,0.05874623744992677,소규모,2015-10-24,2015,0.1371508404422104,0.09934452723516546,0.1024549910848339,0.19589707789213717,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.71150599760992,37.565870729695895]}"
00000000000000000109,0.6,0.03645264354547524,소규모,2015-06-01,2015,0.06837763418297825,0.14108477826724375,0.11567551774978298,0.10483027772845349,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.09412761811036,37.6992469013055]}"
000000000000000000f1,0.7,-0.08812683853004862,소규모,2015-05-21,2015,0.20422928654237105,0.1306099646323917,0.1227756434372665,0.11610244801232243,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.80326983818878,37.5881974486705]}"
000000000000000000fd,0.7,-0.013960156146913857,소규모,2015-05-28,2015,0.08485082790821041,0.0964419233372518,0.08582783324291608,0.07089067176129656,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.20345585773876,37.74891682793984]}"
00000000000000000082,0.8,-0.05461566913848137,소규모,2015-03-14,2015,0.2261251416417165,0.16176749502784457,0.1387738043342391,0.17150947250323512,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.75856042968012,37.62888674578319]}"
00000000000000000144,0.8,-0.03042788257506407,소규모,2015-10-17,2015,0.11071672699817008,0.07320651990527878,0.0642978585770618,0.080288844423106,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.63182632088592,37.85032124499625]}"
0000000000000000006a,0.9,0.022945984824131155,소규모,2015-03-06,2015,0.19095158455195105,0.20004806882456158,0.18735844856647332,0.2138975693760822,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[129.31949550804518,37.11506007229356]}"
00000000000000000072,0.9,-0.10208370238668571,소규모,2015-03-08,2015,0.24963335360200603,0.13218697843852067,0.1508596997878308,0.14754965121532032,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.46968894748156,38.33249721920852]}"
000000000000000000b8,0.9,-0.0629544687150865,소규모,2015-03-27,2015,0.1627098041079793,0.13567546653942236,0.1042513827479921,0.0997553353928928,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.46611720753776,38.34888441557993]}"
0000000000000000005e,1.0,-0.05871913297970918,소규모,2015-02-12,2015,0.22284945758355848,0.129529535914674,0.16360361164778567,0.1641303246038493,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.39431230327412,37.22617195234332]}"
000000000000000000a1,1.0,-0.07176247301630123,소규모,2015-03-22,2015,0.1516479783580871,0.12972307466311814,0.093317201045239,0.07988550534178587,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.401127807438,37.63831774451122]}"
000000000000000000cf,1.0,-0.07063955006381739,소규모,2015-04-23,2015,0.12672367764936548,0.09463881259176955,0.09759435861371256,0.0560841275855481,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.38916650065843,38.05305427439117]}"
000000000000000000d3,1.0,-0.10448331579521332,소규모,2015-04-25,2015,0.1962178332927735,0.10243618726179829,0.08662843262917247,0.09173451749756019,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.40167627686759,37.79963910242279]}"
000000000000000000db,1.0,-0.03306206902712633,소규모,2015-04-27,2015,0.15796705856732618,0.12697986375825035,0.09368661222329588,0.12490498954019985,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.51674337955176,37.349314487035286]}"
000000000000000000e4,1.0,-0.12806997518514757,소규모,2015-05-05,2015,0.26790969732982134,0.14753048588190773,0.13171897958947965,0.13983972214467377,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.71931588130876,37.21603195654779]}"
000000000000000000ee,1.0,-0.06524296924404954,소규모,2015-05-21,2015,0.1410367726550256,0.07829752626759265,0.08502248302552522,0.07579380341097605,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.89631543852424,37.6881169850761]}"
00000000000000000117,1.0,0.0026612712679627837,소규모,2015-06-03,2015,0.14805252535005767,0.1425384330146188,0.13257842332338848,0.15071379661802045,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.56336774016658,37.748974796253535]}"
0000000000000000011c,1.0,-0.038517874482306175,소규모,2015-06-04,2015,0.15283659826013626,0.1322490453832501,0.13573970044910846,0.11431872377783009,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.37617467794294,38.19492949260865]}"
0000000000000000012a,1.0,-0.02026588412356406,소규모,2015-06-10,2015,0.1416839377112335,0.10867888241723013,0.16004129705062312,0.12141805358766944,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.86722872235258,37.54189860243256]}"
000000000000000000b3,1.5,-0.1077589693957252,소규모,2015-03-26,2015,0.1896699575177508,0.07861383056080648,0.12215307255542909,0.08191098812202559,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.16147142356633,37.24110102267026]}"
00000000000000000111,1.5,0.03645264354547524,소규모,2015-06-03,2015,0.06837763418297825,0.14108477826724375,0.11567551774978298,0.10483027772845349,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.09412761811036,37.6992469013055]}"
0000000000000000009b,2.0,-0.03064315200076792,소규모,2015-03-22,2015,0.15066652728318047,0.13750804897452484,0.13794682630634442,0.12002337528241255,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.35849880136706,37.99869783254967]}"
000000000000000000a3,2.0,-0.13296975604183225,소규모,2015-03-22,2015,0.2591145956008041,0.08681129602909159,0.09423918137550485,0.12614483955897182,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.0018534422572,37.87015532648198]}"
000000000000000000d2,2.0,-0.08070220069260013,소규모,2015-04-25,2015,0.15346637938155258,0.07255420423250777,0.09945850233232494,0.07276417868895245,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.61965943186529,38.305568707946755]}"
000000000000000000d9,2.0,-0.046478105969839686,소규모,2015-04-28,2015,0.1615064159674205,0.09390249777764947,0.14408854493025453,0.1150283099975808,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.11238563917,37.732476122355784]}"
0000000000000000011a,2.0,-0.06906088080257282,소규모,2015-06-04,2015,0.19346618002204488,0.11029131041000809,0.11786913234008309,0.12440529921947206,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.98749067776404,37.908748846099556]}"
00000000000000000099,3.0,-0.12965380200806145,소규모,2015-03-22,2015,0.2688337828784975,0.12534329416325748,0.09642339585194004,0.13917998087043607,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.72391321449484,37.34832010750037]}"
0000000000000000009f,3.0,-0.09749597115915476,소규모,2015-03-23,2015,0.24000297759361977,0.14931788381542974,0.19886411705087198,0.142507006434465,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.12987869260266,38.161504071112034]}"
000000000000000000a0,3.0,-0.050304228994153544,소규모,2015-03-23,2015,0.1793380727081074,0.09661678256355861,0.14651922393167013,0.12903384371395385,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.00618768848113,37.74891236883879]}"
000000000000000000f3,3.0,-0.022621689792190564,소규모,2015-05-24,2015,0.1894574654397387,0.18720210898521425,0.17574458603627946,0.16683577564754815,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.30324162111278,37.96513417892038]}"
0000000000000000015c,0.33,0.030362629173074862,소규모,2016-01-12,2016,0.09110106330875702,0.0675378332777681,0.05117758137065318,0.12146369248183188,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.44859493815196,37.295528810128616]}"
0000000000000000017b,0.13,-0.06589851387703999,소규모,2016-02-05,2016,0.12519567602409418,0.12903021485136046,0.1062270391075952,0.059297162147054196,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.09232168218371,37.89287890545034]}"
0000000000000000017c,0.13,-0.048809404357850056,소규모,2016-02-05,2016,0.128209799143403,0.11717771388530489,0.10564804215081237,0.07940039478555294,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.09051128715602,37.89662900943629]}"
00000000000000000188,0.26,0.021972751536938506,소규모,2016-02-18,2016,0.16922874355226505,0.1323737384371782,0.138210976646604,0.19120149508920356,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[129.10473182400807,37.56002038911376]}"
00000000000000000191,2.7,0.11397379781245158,소규모,2016-02-26,2016,0.10729987702054651,0.09493147497219827,0.04476685486011252,0.2212736748329981,Landsat-8,low,"{""type"":""Point"",""coordinates"":[127.26301161140859,37.45674760871595]}"
00000000000000000192,2.7,0.12886639678854078,소규모,2016-02-26,2016,0.10840914030086186,0.0929968662861759,0.04870420484633166,0.23727553708940263,Landsat-8,low,"{""type"":""Point"",""coordinates"":[127.2607776017808,37.45903512755638]}"
000000000000000001cc,8.3,-0.011392713070640437,소규모,2016-03-31,2016,0.1382058554016025,0.09864318797459762,0.112564539826053,0.12681314233096205,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.0113889980637,37.704941173350754]}"
000000000000000001da,2.6,0.14846190234392856,소규모,2016-04-01,2016,0.12162170673741843,0.08578999468024558,0.04421910536876033,0.270083609081347,Landsat-8,low,"{""type"":""Point"",""coordinates"":[127.43853966527642,37.38654798083155]}"
000000000000000001dc,6.0,0.12170287761401213,소규모,2016-04-01,2016,0.1391093349984456,0.15885874784617726,0.1359666648982204,0.26081221261245774,Landsat-8,low,"{""type"":""Point"",""coordinates"":[128.01337130027827,38.10441420032476]}"
000000000000000001e9,4.7,0.07226859157506559,소규모,2016-04-02,2016,0.11512113989227739,0.15174868687742035,0.07476919540481644,0.18738973146734297,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.21497617710662,37.16848902111595]}"
000000000000000001ea,4.7,0.06012169427873537,소규모,2016-04-02,2016,0.13205870801433392,0.1660458145454709,0.11169918743191348,0.1921804022930693,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.2130721409568,37.17153458713546]}"
000000000000000001eb,7.0,0.08842085108986045,소규모,2016-04-02,2016,0.14185787619590082,0.10970440605571666,0.11104957618755121,0.23027872728576126,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.55739254475498,37.88057624564388]}"
00000000000000000210,0.13,0.10954148076018971,소규모,2016-05-14,2016,0.10170292574753881,0.06124704759489819,0.033209116817628406,0.21124440650772852,Landsat-8,low,"{""type"":""Point"",""coordinates"":[127.34235685555358,37.388456476082425]}"
00000000000000000222,0.49,0.1566806115351849,소규모,2016-06-05,2016,0.1126185886657485,0.083563717931696,0.07334960896968998,0.2692992002009334,Landsat-8,low,"{""type"":""Point"",""coordinates"":[127.17187204497719,37.48447875816735]}"
0000000000000000005f,0.01,0.02215759415479618,소규모,2016-02-26,2016,0.10342943407769756,0.15814371877603084,0.09629414058977967,0.12558702823249374,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.75455169783305,37.829260910720826]}"
00000000000000000160,0.01,0.04031044682511811,소규모,2016-01-22,2016,0.128466620212737,0.1615270608642656,0.13178519550840712,0.1687770670378551,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.70291530763419,37.828725818594414]}"
00000000000000000165,0.01,0.12275945775410514,소규모,2016-01-25,2016,0.09981744480054842,0.1047473128880585,0.0921282978683132,0.22257690255465357,Landsat-8,low,"{""type"":""Point"",""coordinates"":[127.55248753359618,37.8574914794902]}"
0000000000000000016a,0.01,-0.08936664068031983,소규모,2016-01-27,2016,0.14528352893267504,0.12079762446235937,0.10457273187640981,0.05591688825235522,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.00791089924198,37.63066592710351]}"
0000000000000000016f,0.01,0.1734472096278651,소규모,2016-02-01,2016,0.07440040064832107,0.18796342758073248,0.06099857643591615,0.24784761027618618,Landsat-8,low,"{""type"":""Point"",""coordinates"":[128.14168193309115,37.265657292171596]}"
00000000000000000179,0.01,0.08167884390304603,소규모,2016-02-05,2016,0.13969223845928488,0.0915373708539017,0.14220093714581583,0.2213710823623309,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.05216301809638,37.441943393218516]}"
0000000000000000018a,0.01,0.015494722687217369,소규모,2016-02-21,2016,0.121378004850193,0.14602024644077263,0.09228485605593101,0.13687272753741037,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.4810482756189,37.695813393494355]}"
00000000000000000193,0.01,0.09087410328773249,소규모,2016-02-27,2016,0.12778446024483936,0.1084597661199267,0.04934167049907521,0.21865856353257185,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.45316551673173,37.77709834659762]}"
000000000000000001f0,0.01,0.03387925146842617,소규모,2016-04-04,2016,0.056522122622148493,0.04593880169984475,0.043759690077772126,0.09040137409057467,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.68694726676178,38.06307833355932]}"
00000000000000000203,0.01,-0.14274565507083417,소규모,2016-04-16,2016,0.22288176256818895,0.11411439655850945,0.12546461784375804,0.08013610749735478,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.02672830568754,37.80022324466078]}"
00000000000000000204,0.01,-0.14857076794582927,소규모,2016-04-16,2016,0.2142882540252153,0.11837734061393462,0.11105092943560148,0.06571748607938604,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.02534598436097,37.80394659404041]}"
00000000000000000206,0.01,0.14484661571559893,소규모,2016-04-26,2016,0.06428247579896691,0.07819151565537528,0.06236573535304424,0.20912909151456582,Landsat-8,low,"{""type"":""Point"",""coordinates"":[128.0537261648119,37.97825285421961]}"
0000000000000000020a,0.01,0.05960972884938667,소규모,2016-05-01,2016,0.1607880531763686,0.17827872663561076,0.05335960575186245,0.22039778202575527,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.40295850021676,37.67275092284593]}"
0000000000000000020c,0.01,0.15169907925430054,소규모,2016-05-07,2016,0.11388193385274027,0.1068369117234707,0.20741345591750718,0.2655810131070408,Landsat-8,low,"{""type"":""Point"",""coordinates"":[129.03213765885795,37.069987478845334]}"
00000000000000000215,0.01,0.06978223215912867,소규모,2016-05-21,2016,0.08169398355736686,0.07217200343367709,0.053771725647003055,0.15147621571649553,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.6737572458457,37.830166108234685]}"
00000000000000000224,0.01,0.09854836274652266,소규모,2016-06-04,2016,0.11757035811842063,0.12179250165210911,0.08200467317165114,0.2161187208649433,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.70646475207269,38.0399578945972]}"
0000000000000000022a,0.01,0.18708547476490758,소규모,2016-06-06,2016,0.12483238364734858,0.11204019969006203,0.08313509903813229,0.31191785841225617,Landsat-8,low,"{""type"":""Point"",""coordinates"":[128.1349709860057,37.986622586896935]}"
0000000000000000022d,0.01,0.12592865713244467,소규모,2016-06-17,2016,0.09454363568541664,0.09293631746754939,0.053879826524144185,0.22047229281786132,Landsat-8,low,"{""type"":""Point"",""coordinates"":[127.65997416448948,37.84040866335444]}"
0000000000000000022e,0.01,0.12592865713244467,소규모,2016-06-17,2016,0.09454363568541664,0.09293631746754939,0.053879826524144185,0.22047229281786132,Landsat-8,low,"{""type"":""Point"",""coordinates"":[127.65997416448948,37.84040866335444]}"
00000000000000000232,0.01,0.14607524641968683,소규모,2016-07-11,2016,0.13986945978614057,0.09659421471036388,0.07562260018212205,0.2859447062058274,Landsat-8,low,"{""type"":""Point"",""coordinates"":[127.53546268577412,37.851279951722745]}"
00000000000000000235,0.01,0.04273715647650769,소규모,2016-09-20,2016,0.15871689992425134,0.12321152737175378,0.11572365650629791,0.20145405640075903,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.7496466866743,38.01244078199638]}"
00000000000000000236,0.01,0.06117037284400256,소규모,2016-11-14,2016,0.09896702196577933,0.1158404458441945,0.10619246733742799,0.1601373948097819,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.94353532092597,37.349836201858544]}"
00000000000000000237,0.01,0.04768933546829873,소규모,2016-11-21,2016,0.16428676892918861,0.18069349640455235,0.21343648235164864,0.21197610439748735,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.85353282526324,37.70443283583067]}"
0000000000000000023b,0.01,0.03124579625444346,소규모,2016-11-29,2016,0.15694565805992466,0.16455156596486625,0.17773236520512584,0.18819145431436812,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.7748519871752,37.88467861861305]}"
0000000000000000017d,0.02,0.05063413500748409,소규모,2016-02-07,2016,0.1055870665370344,0.11338068105078064,0.08212154241294264,0.1562212015445185,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.51048280167271,37.776019244142674]}"
00000000000000000183,0.02,0.034669393137703036,소규모,2016-02-10,2016,0.12245064995458663,0.1385676707420953,0.15615321525130044,0.15712004309228966,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.8221427516012,37.9744224864147]}"
000000000000000001a1,0.02,0.06362846586518715,소규모,2016-03-16,2016,0.10359896044633164,0.13198669205395036,0.09403135973371288,0.1672274263115188,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.43675402710082,37.21049375303941]}"
000000000000000001b7,0.02,0.05121299885391173,소규모,2016-03-19,2016,0.1175751725046186,0.11398051081029037,0.11265746657605703,0.16878817135853033,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.56121399435777,37.909243806316496]}"
000000000000000001b8,0.02,0.09074917953463181,소규모,2016-03-19,2016,0.12414017243174728,0.1085567909750761,0.11287449880112023,0.2148893519663791,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.55901565753841,37.9113395838116]}"
000000000000000001ca,0.02,-0.00511420120027839,소규모,2016-03-28,2016,0.14698936181039315,0.0997196975318584,0.11867464714656993,0.14187516061011476,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.09901479286493,37.55503957323707]}"
0000000000000000020e,0.02,0.17406791922230586,소규모,2016-05-09,2016,0.1238443701921,0.17443535238801908,0.11344345725431929,0.29791228941440584,Landsat-8,low,"{""type"":""Point"",""coordinates"":[128.30303004560903,37.34114987300643]}"
0000000000000000023e,0.02,-0.024240181187597562,소규모,2016-12-02,2016,0.1428819192640519,0.09692573038521166,0.09418979285230522,0.11864173807645433,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.39839437849224,38.150619405440565]}"
0000000000000000002b,0.03,0.001772417773683685,소규모,2016-01-26,2016,0.10407250594106195,0.13295245295450517,0.10344017193118664,0.10584492371474563,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.58104161898822,38.11566005318155]}"
00000000000000000154,0.03,0.17046594175986002,소규모,2016-01-13,2016,0.1159358819987273,0.12228062457940898,0.09674593656908997,0.2864018237585873,Landsat-8,low,"{""type"":""Point"",""coordinates"":[127.87711454938807,37.42238131689705]}"
0000000000000000015a,0.03,0.10707694556308349,소규모,2016-01-11,2016,0.10191295937033383,0.10016589246321658,0.04727225234808816,0.20898990493341732,Landsat-8,low,"{""type"":""Point"",""coordinates"":[127.28037089180962,37.46112198684939]}"
0000000000000000015b,0.03,0.12144643395821844,소규모,2016-01-11,2016,0.11456638216932788,0.11394223576234505,0.05392645139214247,0.23601281612754632,Landsat-8,low,"{""type"":""Point"",""coordinates"":[127.28322471648386,37.457626051623485]}"
00000000000000000168,0.03,0.005444012897055192,소규모,2016-01-26,2016,0.075892625482661,0.10878962182476597,0.06619520056206718,0.08133663837971619,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[128.5784954722867,38.118179445276745]}"
0000000000000000016c,0.03,0.13219688364988003,소규모,2016-01-29,2016,0.08624270752593323,0.14718032123949243,0.07702915192174108,0.21843959117581327,Landsat-8,low,"{""type"":""Point"",""coordinates"":[127.84986944195154,37.716066630479105]}"
00000000000000000190,0.03,0.0361007405012497,소규모,2016-02-23,2016,0.1302305209243895,0.13804423144976172,0.10301516995483757,0.1663312614256392,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.47991566395136,38.10181900351165]}"
00000000000000000197,0.03,0.01549561706455782,소규모,2016-03-04,2016,0.17111218001125736,0.07726782853276251,0.10702404579170334,0.18660779707581518,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.88750871394366,38.01691771945404]}"
000000000000000001a2,0.03,0.03060614010000398,소규모,2016-03-16,2016,0.1420029444013507,0.04802658759051528,0.11165029826700974,0.17260908450135468,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.06534857991144,37.45163301980766]}"
000000000000000001b4,0.03,0.03515870068437421,소규모,2016-03-19,2016,0.16289420943228938,0.17128638104963798,0.1365671401282813,0.1980529101166636,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.5095642268557,37.62329503306216]}"
000000000000000001b5,0.03,0.02496729283260038,소규모,2016-03-19,2016,0.13392811034575855,0.14609577266053128,0.0997577194840971,0.15889540317835893,Landsat-8,unburned,"{""type"":""Point"",""coordinates"":[127.5119587641214,37.620954005009104]}"
000000000000000001ba,0.03,0.15205319625802605,소규모,2016-03-23,2016,0.16781537275599173,0.1140980236478042,0.0749993851619825,0.3198685690140178,Landsat-8,low,"{""type"":""Point"",""coordinates"":[127.90868944394754,37.43390363401915]}"
000000000000000001cb,0.03,0.11570750592572127,소규모,2016-03-28,2016,0.1141399883487352,0.12284385301818085,0.09150286504365766,0.22984749427445647,Landsat-8,low,"{""type"":""Point"",""coordinates"":[128.08572467397144,37.26103320437917]}"
000000000000000001df,0.03,0.11562896947391249,소규모,2016-04-01,2016,0.13230447747609664,0.11030102459362362,0.03497169009362027,0.24793344695000913,Landsat-8,low,"{""type"":""Point"",""coordinates"":[127.4120749005242,37.454339694147095]}"
