stn_id,name,lat,lon,ndvi_mean,SLTP_CD,TPGRP_TPCD,CLZN_CD_x,PRRCK_LARG,SOIL_DRNGE,LOCTN_GRDN,ALTTD_CD,WASH_CD,SLANT_TYP,EIGHT_CD,WIND_EXDGR,WTEFF_DGR,VLDTY_SLDP,KOFTR_CD,AVRG_FRAG,토양형,지형,기후대,모암대,배수,침식,경사형,사면방위,바람노출,풍화정도,수종,산사태등급,산사태위험도,RPRSN_KOFT,KOFTR_LIST,KOFTR_LI_1,CLZN_CD_y,BROAD,label_맞춤,dist_맞춤,FROR_CD,FRTP_CD,AGCLS_CD,DNST_CD,label_임상,dist_임상,label,label_name,추천수종_적지,추천수종_가능
596,오색,38.07699,128.49325,0.6455910714285714,93.0,,,,,14.2,1.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,자연복원,,
597,대화,37.54548,128.44108,0.528719642857143,2.0,5.0,2.0,1.0,2.0,14.5,7.0,1.0,2.0,410.0,2.0,2.0,27.0,11005.0,17.0,갈색약건,산록,온대중부,화성암,보통,없음,평행사면,북동,보통,중,강원소나무,,,,,,,,,,,,,,,,0,자연복원,,
601,단양,37.00204,128.34687,0.4862785714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,자연복원,,
620,엄정,37.07371,127.90353,0.50035,1.0,1.0,2.0,1.0,4.0,21.9,5.0,1.0,1.0,310.0,1.0,2.0,24.0,11006.0,6.0,갈색건조,산정,온대중부,화성암,매우양호,없음,상승사면,남동,노출,중,중부소나무,,,,,,,,,,,,,,,,0,자연복원,,
630,노은,37.04566,127.79968,0.5017178571428571,2.0,3.0,2.0,1.0,2.0,10.4,2.0,1.0,2.0,320.0,2.0,2.0,24.0,,0.0,갈색약건,산복,온대중부,화성암,보통,없음,평행사면,남서,보통,중,,,,,,,,,,,,,,,,,0,자연복원,,
638,영춘,37.07778,128.49361,0.4343232142857144,82.0,5.0,2.0,2.0,,30.2,3.0,,,200.0,,,0.0,,0.0,,산록,온대중부,퇴적암,,,,서,,,,,,,,,,,,,,,,,,,1,인공조림,,
660,면온,37.56197,128.37762,0.4856499999999998,3.0,5.0,2.0,1.0,3.0,17.2,6.0,1.0,2.0,400.0,2.0,1.0,36.0,11017.0,14.0,갈색적윤,산록,온대중부,화성암,양호,없음,평행사면,북,보통,상,낙엽송,,,,,,,,,,,,,,,,0,자연복원,,
661,현내,38.54251,128.40191,0.4445142857142857,2.0,3.0,2.0,1.0,2.0,16.9,2.0,1.0,2.0,420.0,2.0,2.0,24.0,,0.0,갈색약건,산복,온대중부,화성암,보통,없음,평행사면,북서,보통,중,,,,,,,,,,,,,,,,,1,인공조림,,
670,양양,38.08874,128.62954,0.4767892857142856,2.0,7.0,2.0,1.0,3.0,8.2,2.0,1.0,2.0,310.0,1.0,2.0,25.0,11005.0,16.0,갈색약건,구릉지,온대중부,화성암,양호,없음,평행사면,남동,노출,중,강원소나무,,,,,,,,,,,,,,,,0,자연복원,,
671,청호,38.19091,128.5936,0.3300107142857143,2.0,3.0,2.0,1.0,3.0,13.4,1.0,1.0,2.0,410.0,2.0,2.0,25.0,11005.0,16.0,갈색약건,산복,온대중부,화성암,양호,없음,평행사면,북동,보통,중,강원소나무,,,,,,,,,,,,,,,,1,인공조림,,
674,사북,37.21963,128.82141,0.4752267857142857,82.0,,,,,28.0,1.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,자연복원,,
675,남이섬,37.78978,127.52769,0.5720089285714286,3.0,3.0,2.0,3.0,3.0,10.8,2.0,1.0,2.0,200.0,2.0,2.0,26.0,11019.0,11.0,갈색적윤,산복,온대중부,변성암,양호,없음,평행사면,서,보통,중,잣나무,,,,,,,,,,,,,,,,0,자연복원,,
677,달방댐,37.51728,129.0213,0.6337892857142859,2.0,5.0,2.0,1.0,3.0,21.6,3.0,1.0,2.0,410.0,2.0,1.0,25.0,11005.0,15.0,갈색약건,산록,온대중부,화성암,양호,없음,평행사면,북동,보통,상,강원소나무,,,,,,,,,,,,,,,,0,자연복원,,
678,강릉성산,37.72484,128.77862,0.6583982142857143,2.0,3.0,1.0,1.0,2.0,25.3,7.0,1.0,2.0,310.0,2.0,2.0,17.0,12018.0,18.0,갈색약건,산복,온대북부,화성암,보통,없음,평행사면,남동,보통,중,신갈나무,,,,,,,,,,,,,,,,0,자연복원,,
679,강릉왕산,37.61045,128.77297,0.4253089285714286,3.0,5.0,1.0,1.0,2.0,9.8,6.0,1.0,2.0,410.0,2.0,1.0,29.0,11017.0,19.0,갈색적윤,산록,온대북부,화성암,보통,없음,평행사면,북동,보통,상,낙엽송,,,,,,,,,,,,,,,,1,인공조림,,
680,평화,38.21277,127.84468,0.5183696428571428,2.0,5.0,2.0,1.0,2.0,27.4,4.0,1.0,2.0,100.0,2.0,2.0,23.0,,0.0,갈색약건,산록,온대중부,화성암,보통,없음,평행사면,동,보통,중,,,,,,,,,,,,,,,,,0,자연복원,,
681,간동,38.0512,127.79064,0.4640339285714284,2.0,5.0,2.0,1.0,2.0,13.0,3.0,1.0,2.0,420.0,2.0,2.0,26.0,,0.0,갈색약건,산록,온대중부,화성암,보통,없음,평행사면,북서,보통,중,,,,,,,,,,,,,,,,,0,자연복원,,
682,임남,38.2806,127.8647,0.543275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,자연복원,,
696,신기,37.34661,129.08614,0.5463089285714287,10.0,1.0,2.0,2.0,3.0,27.6,5.0,2.0,1.0,420.0,1.0,2.0,18.0,11005.0,16.0,암적색건조,산정,온대중부,퇴적암,양호,있음,상승사면,북서,노출,중,강원소나무,,,,,,,,,,,,,,,,0,자연복원,,
831,석포,37.04012,128.99708,0.6761071428571429,2.0,3.0,2.0,2.0,2.0,30.4,7.0,1.0,2.0,420.0,2.0,2.0,26.0,,0.0,갈색약건,산복,온대중부,퇴적암,보통,없음,평행사면,북서,보통,중,,,,,,,,,,,,,,,,,0,자연복원,,
851,소곡,37.05137,129.35206,0.5756142857142857,82.0,1.0,,,,0.0,3.0,,,310.0,,,0.0,,0.0,,산정,,,,,,남동,,,,,,,,,,,,,,,,,,,0,자연복원,,
875,설악산,38.1211,128.4606,0.4743267857142857,82.0,1.0,,,,31.5,1.0,,,420.0,,,0.0,,0.0,,산정,,,,,,북서,,,,1.0,1등급(매우위험),,,,,,,,,,,,,,0,자연복원,,
876,삼척,37.45003,129.16214,0.4409982142857143,2.0,3.0,3.0,3.0,2.0,14.0,1.0,1.0,2.0,420.0,2.0,2.0,18.0,11005.0,11.0,갈색약건,산복,온대남부,변성암,보통,없음,평행사면,북서,보통,중,강원소나무,,,,,,,,,,,,,,,,1,인공조림,,
877,문막,37.31339,127.80486,0.4967357142857141,3.0,5.0,2.0,1.0,3.0,16.0,2.0,1.0,2.0,310.0,1.0,2.0,34.0,11005.0,9.0,갈색적윤,산록,온대중부,화성암,양호,없음,평행사면,남동,노출,중,강원소나무,,,,,,,,,,,,,,,,0,자연복원,,
878,도계,37.22379,129.09609,0.6712964285714287,12.0,3.0,2.0,2.0,2.0,28.7,9.0,2.0,3.0,420.0,2.0,2.0,20.0,11005.0,12.0,암적색적윤,산복,온대중부,퇴적암,보통,있음,하강사면,북서,보통,중,강원소나무,,,,,,,,,,,,,,,,0,자연복원,,
978,춘천신북,37.95461,127.77626,0.4264035714285715,2.0,3.0,2.0,1.0,2.0,5.8,2.0,1.0,2.0,320.0,2.0,2.0,25.0,,0.0,갈색약건,산복,온대중부,화성암,보통,없음,평행사면,남서,보통,중,,,,,,,,,,,,,,,,,1,인공조림,,
