system:index,area_ha,fire_class,fire_date_str,fire_year,ndvi_post1,ndvi_post2,ndvi_post3,ndvi_pre,sensor,.geo
000000000000000002ef,0.2,소규모,2017-05-02,2017,0.5704070111865472,0.4010647855588635,0.4471645546702977,0.3798865466620953,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.69621327875085,37.56733331484142]}"
00000000000000000311,0.2,소규모,2017-06-03,2017,0.7030585267212549,0.5194675406736171,0.5097168011964437,0.4479229712872136,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.83931474975803,37.85152520228068]}"
00000000000000000323,0.2,소규모,2017-06-21,2017,0.5186381166478609,0.4039348615181717,0.43579425033188984,0.4357673267720835,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.73993476457986,37.42848582623922]}"
00000000000000000338,0.2,소규모,2017-12-02,2017,0.3778800940674779,0.39502882241399806,0.4194082809820585,0.460013249968289,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.79931661330863,37.25023326162772]}"
0000000000000000024b,0.3,소규모,2017-02-12,2017,0.6463516949315056,0.477503391643828,0.4796649641662468,0.501694911615926,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.35741523981108,37.79265169107204]}"
00000000000000000259,0.3,소규모,2017-04-24,2017,0.5514154389277337,0.5063081332445882,0.5161670372380535,0.4537702009454246,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.82798663532805,37.84369056172978]}"
00000000000000000267,0.3,소규모,2017-03-11,2017,0.563199514629189,0.512915502609796,0.5327225625330113,0.42692446453037014,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.07813082487743,38.134290177382844]}"
00000000000000000269,0.3,소규모,2017-03-11,2017,0.5590063974282788,0.367426768031953,0.3983203073087616,0.3775657922436044,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.59091160737373,37.49431553509124]}"
0000000000000000026c,0.3,소규모,2017-03-12,2017,0.7012565217085155,0.5134906817144573,0.5322165402802251,0.4835920133226334,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.59170532736124,37.83885689618784]}"
0000000000000000026d,0.3,소규모,2017-03-13,2017,0.516457292504867,0.4214037431974654,0.477012944337455,0.4324246420935488,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.60578962983485,37.10970915102942]}"
00000000000000000270,0.3,소규모,2017-03-14,2017,0.7124453639628463,0.5711837040157253,0.5736943257319853,0.5318200717100214,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.58458414297887,37.84188908490419]}"
00000000000000000272,0.3,소규모,2017-03-14,2017,0.64374992442268,0.4330370992621377,0.44466817424655913,0.44170873798231186,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.58500775757895,37.699139882880225]}"
00000000000000000282,0.3,소규모,2017-03-18,2017,0.4355025782915163,0.2771607100509363,0.33659506890889035,0.31858143354749946,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.60419081031088,37.411670556166676]}"
0000000000000000028a,0.3,소규모,2017-03-19,2017,0.42733103742347306,0.37139353472501735,0.39612376584449305,0.340133516398619,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.44602449819092,37.63169597944686]}"
000000000000000002b0,0.3,소규모,2017-04-03,2017,0.602741196748151,0.5525762469659097,0.5255437122795164,0.49645015051627117,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.24459552405786,38.07050719591435]}"
000000000000000002b9,0.3,소규모,2017-04-08,2017,0.5352495311367199,0.5019942417326875,0.5143659574920204,0.4703937723272946,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.2009567633946,37.36218345267553]}"
000000000000000002ca,0.3,소규모,2017-04-22,2017,0.660869134042748,0.5863540232333898,0.6000114202038374,0.515498358318802,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.29005160019666,38.03119130192612]}"
000000000000000002ec,0.3,소규모,2017-05-02,2017,0.5707723845452997,0.5617303416125423,0.5474747131376781,0.5589738930610633,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.44844579006295,38.46502170251692]}"
000000000000000002f8,0.3,소규모,2017-05-05,2017,0.5091508619781453,0.4476737442117827,0.4665471118721988,0.4392174175470303,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.13142154156716,37.175458596062484]}"
0000000000000000030d,0.3,소규모,2017-06-01,2017,0.5654578804008473,0.3917899236231655,0.4021222144858802,0.3834842243015159,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.81948512737337,37.289914801902334]}"
00000000000000000313,0.3,소규모,2017-06-04,2017,0.5595811285758109,0.5275605559875954,0.5122192590562663,0.4772182387609538,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.231189468537,38.044987760585485]}"
00000000000000000317,0.3,소규모,2017-06-04,2017,0.5658988442428444,0.514672849552439,0.5008043441286508,0.49908793467523627,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.68587954385578,37.01734779090941]}"
00000000000000000325,0.3,소규모,2017-06-20,2017,0.5977537226509833,0.3857806824275854,0.38856099480178713,0.35895538810544053,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.19408282732442,37.31738286439156]}"
00000000000000000333,0.3,소규모,2017-11-20,2017,0.4689376825425283,0.5183195763551067,0.5012346353980112,0.5239354010924512,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.45397953447028,37.116553871146465]}"
00000000000000000263,0.4,소규모,2017-03-11,2017,0.5705251943088789,0.33536422232014357,0.3555480731743611,0.33535553863622236,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.6949647304559,37.69610769416388]}"
000000000000000002c6,0.4,소규모,2017-04-14,2017,0.6274486607933963,0.48923896442997417,0.5091170301196491,0.4763261153868247,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.68024523787847,37.17480310820763]}"
0000000000000000026b,0.5,소규모,2017-03-12,2017,0.7388424614938831,0.4249508045402305,0.5016952957593874,0.4040624186309886,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.17390093595651,37.052967090124326]}"
0000000000000000029e,0.5,소규모,2017-03-23,2017,0.6875286739528953,0.42572664712168273,0.4402487478796889,0.4293099543549632,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.06210681344558,37.696789936625066]}"
0000000000000000029f,0.5,소규모,2017-03-23,2017,0.4825304309671192,0.3836660737152653,0.4195353956954655,0.33391266511415385,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.08811921123714,37.56744479236775]}"
000000000000000002a6,0.5,소규모,2017-03-29,2017,0.5989049186844263,0.36949946242337045,0.40455109377710324,0.3913185326485519,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.3850081571298,37.51351196512633]}"
000000000000000002b6,0.5,소규모,2017-04-04,2017,0.680664328635838,0.3328380253939746,0.36743025968616116,0.35241621085320574,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.21722110269076,37.41284329974373]}"
000000000000000002d8,0.5,소규모,2017-04-29,2017,0.28567162523293627,0.21188545702738074,0.20908239938433762,0.18617646132841448,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.67890304846136,37.84278536421593]}"
000000000000000002e2,0.5,소규모,2017-05-03,2017,0.6400014825884477,0.5419553128942958,0.5419944569328723,0.522902174335249,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.65194778259328,37.364091947926404]}"
000000000000000002e3,0.5,소규모,2017-05-01,2017,0.5606115813005295,0.556730733976689,0.5437714062458436,0.4589334192727807,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.11519933193472,38.064924401395444]}"
000000000000000002ed,0.5,소규모,2017-05-03,2017,0.49365179835573697,0.47745073822397527,0.46819879684784194,0.4323573964540563,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.77165481171986,37.13841238451046]}"
000000000000000002f3,0.5,소규모,2017-05-03,2017,0.5913274072534564,0.44369324275459093,0.47797838538632886,0.43509282706472346,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.38782184989451,37.71680684125398]}"
000000000000000002fb,0.5,소규모,2017-05-06,2017,0.5801500141752234,0.482258885331029,0.49526713196810684,0.5000071939224154,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.31820636424814,37.72785649366441]}"
00000000000000000318,0.5,소규모,2017-06-15,2017,0.7463385583946404,0.7255375299769882,0.7342760238174062,0.7450745808253109,Sentinel-2,"{""type"":""Point"",""coordinates"":[129.33800969561906,37.14190831973635]}"
00000000000000000331,0.5,소규모,2017-11-16,2017,0.48426650306395763,0.5439118841095313,0.5368754646752945,0.5154891095547248,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.12159368284537,37.745260365076014]}"
0000000000000000027f,0.6,소규모,2017-03-18,2017,0.5256576477421983,0.3047023608361226,0.3317335098322257,0.3357510925821703,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.30695605229027,37.618572845046565]}"
00000000000000000294,0.6,소규모,2017-03-19,2017,0.5185218841605923,0.33027094815822733,0.35163144343678804,0.32913530648932743,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.54135315826574,37.70021006713304]}"
000000000000000002a4,0.6,소규모,2017-03-29,2017,0.4918241689869286,0.39541384002222374,0.3939816915229212,0.33123370854526774,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.06587921293679,37.993975644534075]}"
000000000000000002a8,0.6,소규모,2017-04-04,2017,0.6804536697343828,0.4722790930810475,0.47320379024421727,0.4220772637803634,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.66017482403689,37.58893320034431]}"
000000000000000002df,0.7,소규모,2017-04-30,2017,0.4400913545466708,0.2960484189146043,0.3365019291700341,0.29627922042946725,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.08940543009476,37.13799768811248]}"
00000000000000000300,0.7,소규모,2017-05-19,2017,0.5124252364488721,0.4499592167318027,0.4631548418099283,0.42693542638540083,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.74404405799692,37.57205996195807]}"
0000000000000000028f,0.9,소규모,2017-03-19,2017,0.597770139617971,0.3149861628314894,0.3678651450925168,0.332774275598702,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.00879380125058,37.785093514786446]}"
000000000000000002b1,0.9,소규모,2017-04-04,2017,0.6434804399397779,0.38776970604318056,0.3814907364897263,0.369290463913754,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.39028773277708,37.64732958774023]}"
00000000000000000255,1.0,소규모,2017-03-06,2017,0.4426077738275268,0.3466384810607829,0.38144655272347566,0.35165807738842414,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.0565443166777,37.096407652587]}"
0000000000000000029b,1.0,소규모,2017-03-23,2017,0.7011885133289395,0.4030332753791346,0.42943460636020564,0.4144643339248118,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.46140593547848,37.43401957064655]}"
000000000000000002bf,1.0,소규모,2017-04-12,2017,0.6354469026686389,0.392092400979565,0.3965161913893393,0.3981976024143565,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.17152869419607,37.713578452091284]}"
000000000000000002d5,1.0,소규모,2017-04-28,2017,0.5477130077900272,0.36940758748443986,0.4344762215743961,0.40429942435841365,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.36388539543962,37.32417407529596]}"
0000000000000000028b,1.5,소규모,2017-03-19,2017,0.6140043053524822,0.4430461577818473,0.45327443776458365,0.38529908186662826,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.64355575441071,38.11579382621315]}"
000000000000000002cc,1.5,소규모,2017-04-23,2017,0.5409900031837611,0.38047940822767445,0.37710453402465827,0.35816767800982485,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.50404831885257,37.885641784440594]}"
00000000000000000287,2.0,소규모,2017-03-18,2017,0.6596338506678316,0.4741477874297276,0.4752546427479664,0.48272048559956104,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.42540315357296,37.574646240569066]}"
00000000000000000292,2.0,소규모,2017-03-19,2017,0.5373714676789415,0.3894970774091069,0.4226130664898118,0.4155547399748643,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.56330531275185,37.90140470666453]}"
000000000000000002dd,2.0,소규모,2017-04-29,2017,0.49016786734957457,0.40368966287624275,0.42193074927504903,0.39481076207396676,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.35871283821764,37.84752092953469]}"
00000000000000000361,1.1,소규모,2018-03-22,2018,0.45118853464160774,0.4640392426311421,0.5039113264655151,0.6452678895343855,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.61532964474237,37.76838080403813]}"
0000000000000000037f,0.22,소규모,2018-04-17,2018,0.4686888702666872,0.461485653775124,0.5011002843281459,0.6437834118165494,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.65131459024367,37.56438138994403]}"
00000000000000000394,0.54,소규모,2018-06-22,2018,0.5608951798954094,0.525163117877928,0.627040357961869,0.5567187388796027,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.11519933193472,38.064924401395444]}"
00000000000000000399,0.86,소규모,2018-07-29,2018,0.4815819068795252,0.505087679045614,0.5414204629372866,0.6558481535219942,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.56429523318572,37.744983900810695]}"
0000000000000000039d,1.04,소규모,2018-08-03,2018,0.40676016474789867,0.4107764675479836,0.40104770599960393,0.5279026925345741,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.08160892369912,37.51621418036471]}"
000000000000000003a3,9.4,소규모,2018-08-17,2018,0.5381803346618597,0.5658924884414684,0.6072521948731213,0.6974419274263548,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.80984900999687,37.931695380120594]}"
0000000000000000019e,0.01,소규모,2018-06-02,2018,0.2441475573364805,0.2612443190442368,0.26709938337108546,0.3931340228292811,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.05779040362582,37.625493369881504]}"
00000000000000000316,0.01,소규모,2018-02-20,2018,0.3372628024834484,0.3786413112821316,0.3748346340912263,0.43474712391726,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.81791552380254,37.08521084984179]}"
0000000000000000033d,0.01,소규모,2018-01-02,2018,0.4363270205852629,0.46392410905324244,0.44014203765925275,0.4668447717129141,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.02768055555873,37.43074659047331]}"
00000000000000000349,0.01,소규모,2018-02-09,2018,0.500869674590636,0.5185915912320153,0.5545727230424985,0.5605171346971052,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.83757124124611,37.74990228927265]}"
0000000000000000034f,0.01,소규모,2018-02-12,2018,0.48485393403915344,0.5142001244566556,0.5340335461084283,0.5985858876087493,Sentinel-2,"{""type"":""Point"",""coordinates"":[129.37854738329597,37.07602956077274]}"
00000000000000000350,0.01,소규모,2018-02-13,2018,0.3904035889871858,0.424451022193726,0.4456301970508619,0.5759392765409703,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.37837301476227,37.37407587518507]}"
0000000000000000035e,0.01,소규모,2018-03-12,2018,0.36507115489470854,0.4110450555928716,0.42716297772756373,0.6357391417751076,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.28076329270233,37.43014015273005]}"
0000000000000000036d,0.01,소규모,2018-03-29,2018,0.21068021976283896,0.22668279006426298,0.249910119162922,0.35236315065059,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.04185803556189,37.67634941739606]}"
0000000000000000036e,0.01,소규모,2018-03-29,2018,0.37094671829715825,0.37875239292953256,0.3868113263984597,0.5212461609202635,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.20638548713086,37.75036603578221]}"
00000000000000000371,0.01,소규모,2018-03-31,2018,0.2963599448827954,0.3490528918574225,0.3579592711188656,0.43502171847449667,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.08156633044281,37.253457191689364]}"
00000000000000000373,0.01,소규모,2018-03-31,2018,0.3913740334075696,0.4082247645561867,0.4063404512573091,0.4285942671750221,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.3088090405743,37.019630850648774]}"
00000000000000000379,0.01,소규모,2018-04-10,2018,0.3688658178709109,0.41260905970961687,0.423907925728031,0.5902421096700677,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.06801512234138,37.460934704605144]}"
00000000000000000380,0.01,소규모,2018-04-19,2018,0.3912492374231126,0.42970808029561386,0.4241123501926028,0.5085681781418638,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.99020627030558,37.13020763857212]}"
00000000000000000388,0.01,소규모,2018-04-21,2018,0.38001459807474125,0.43233439125190737,0.42448672770446116,0.683373122332547,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.27682144737109,37.42866864938241]}"
0000000000000000038b,0.01,소규모,2018-04-22,2018,0.3937610926365583,0.4283320890068109,0.39045734615752475,0.46267438288476503,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.17809495229358,37.04568537810405]}"
0000000000000000038d,0.01,소규모,2018-06-01,2018,0.5859259848107382,0.5676023263108951,0.6471639043139176,0.5914643279706994,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.77341369528915,37.99105493334406]}"
00000000000000000390,0.01,소규모,2018-06-21,2018,0.5147008034105569,0.5221511249313691,0.5800929590909144,0.6029274382886448,Sentinel-2,"{""type"":""Point"",""coordinates"":[129.1937310219338,37.27477615382588]}"
00000000000000000395,0.01,소규모,2018-06-23,2018,0.4428963376395958,0.389475321694838,0.44204422330165216,0.5277545873717253,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.86470487115635,38.01986072614932]}"
000000000000000003a8,0.01,소규모,2018-10-04,2018,0.5351787453818333,0.5460635152994885,0.5300598097989688,0.536784617211679,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.16684018123468,38.003366511352624]}"
00000000000000000077,0.02,소규모,2018-12-25,2018,0.3354174088719673,0.3379199867337206,0.3567948800883619,0.47021397393002345,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.11410884993087,37.602203485079364]}"
0000000000000000033f,0.02,소규모,2018-01-10,2018,0.5167685203299791,0.49679204939112653,0.4943295026608611,0.5664044695473729,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.63069370921832,38.06871909639192]}"
00000000000000000342,0.02,소규모,2018-02-01,2018,0.2807342486087993,0.3203779573506718,0.35415052441231676,0.4099677571664466,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.10952935314897,37.467770506520075]}"
00000000000000000343,0.02,소규모,2018-02-01,2018,0.41156983934589497,0.4237933778021705,0.41584235013628923,0.45775885990759174,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.240455480526,37.74030630380564]}"
0000000000000000037d,0.02,소규모,2018-04-13,2018,0.481545774509896,0.45491469690426406,0.5139483057802695,0.5791992026518008,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.91785735571342,37.86629820407075]}"
000000000000000003a0,0.02,소규모,2018-08-05,2018,0.38337727115309356,0.3875019288412074,0.39796642704611435,0.41562108065266834,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.84194362162532,37.530947050245295]}"
000000000000000003a1,0.02,소규모,2018-08-07,2018,0.42358485269737184,0.44687255894503564,0.4522022488462931,0.6382938337999579,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.65929638112937,37.56938004222495]}"
00000000000000000377,0.03,소규모,2018-04-07,2018,0.3010454156341398,0.31103532215759283,0.3566585402237723,0.48707662963000803,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.1129940746675,37.66063554528372]}"
0000000000000000038c,0.03,소규모,2018-06-01,2018,0.3689527167661377,0.39307946282316136,0.3862406203107277,0.5578562503732635,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.36740362617078,37.534942404789184]}"
0000000000000000038e,0.03,소규모,2018-06-03,2018,0.37463321890578694,0.373802453515429,0.3967856080119401,0.4907247156996016,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.09271854217747,37.57505201876493]}"
0000000000000000039e,0.03,소규모,2018-08-05,2018,0.3941702488313823,0.408048886092713,0.4001625056879573,0.48808309190138754,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.93870811223934,37.63488423670007]}"
000000000000000003ae,0.03,소규모,2018-11-26,2018,0.5158668111074436,0.536707205822343,0.6340241195425728,0.4706734647008864,Sentinel-2,"{""type"":""Point"",""coordinates"":[129.29533163943654,37.30363099674273]}"
000000000000000003b1,0.03,소규모,2018-12-27,2018,0.5181707429813703,0.5546800167663803,0.5509671729292437,0.6305085657140772,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.49705644840078,37.82552418403803]}"
00000000000000000341,0.04,소규모,2018-01-16,2018,0.46448574426685735,0.47388198494168643,0.48517907250571074,0.5518988133159475,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.09338740733548,37.56991513435136]}"
00000000000000000347,0.04,소규모,2018-02-06,2018,0.44661423095533237,0.4765217835598534,0.5143054357739186,0.5505696908953591,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.23377328580113,37.527419901312015]}"
000000000000000003a6,0.04,소규모,2018-09-11,2018,0.550072944207058,0.5855616730938298,0.6902118295868751,0.6215933442868365,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.3604786422348,37.96461692319817]}"
00000000000000000393,0.05,소규모,2018-06-22,2018,0.5112017857576898,0.48458410114842376,0.5525921408729181,0.5505180236223923,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.05356117807293,38.05647886400021]}"
000000000000000003b0,0.05,소규모,2018-12-22,2018,0.4530381695231389,0.4434356662345005,0.4717405273802837,0.4866451404763075,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.53849287673623,37.69617903978074]}"
00000000000000000348,0.06,소규모,2018-02-08,2018,0.511541040453448,0.5204118583273781,0.5272652679961828,0.5125766095412906,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.07813082487743,38.134290177382844]}"
00000000000000000351,0.06,소규모,2018-02-13,2018,0.33477307559754166,0.33698539910070807,0.35224606990576834,0.423008807682839,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.31393900453998,37.72225586274128]}"
00000000000000000356,0.06,소규모,2018-02-17,2018,0.29344356728179183,0.3415891815421482,0.34999249358449414,0.38939536338069825,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.31885739300193,37.07396053788395]}"
0000000000000000035d,0.06,소규모,2018-03-11,2018,0.3503802832342483,0.38267942372293023,0.40681214930458187,0.5835047739667145,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.4562244600544,37.48279767707019]}"
00000000000000000369,0.06,소규모,2018-03-30,2018,0.43113645021201497,0.45240736200390724,0.5000281690837967,0.668332749757716,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.23787565877029,37.76154054302214]}"
000000000000000003a9,0.06,소규모,2018-11-19,2018,0.4279089741956238,0.4618317547647527,0.44186278088278524,0.6420173205891401,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.47972838170709,37.436347221396446]}"
000000000000000003af,0.06,소규모,2018-12-01,2018,0.24849923491997966,0.2891741644538143,0.2663698202275098,0.400313972530602,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.05733111621733,37.62356257912537]}"
0000000000000000036a,0.07,소규모,2018-03-28,2018,0.3034248798558764,0.3362096070159822,0.35418279837600164,0.4802725458673388,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.50677282959626,37.07781766029518]}"
00000000000000000384,0.08,소규모,2018-04-20,2018,0.4088059912252665,0.39876986904875916,0.40073715420502715,0.3990927059457775,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.69394605766146,37.611875275264296]}"
00000000000000000344,0.1,소규모,2018-02-02,2018,0.4822405141485611,0.5178650547065856,0.5501020944287612,0.4955088979691736,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.61071447515207,37.01971111446773]}"
0000000000000000034d,0.1,소규모,2018-02-12,2018,0.367392171214186,0.3972075311723717,0.39175650390446853,0.4202443011910035,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.97712326781476,37.572131307574914]}"
0000000000000000035a,0.1,소규모,2018-02-20,2018,0.3577586955349165,0.40681539375990194,0.39593080626936866,0.4375647449689056,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.62088368690075,37.25285521304715]}"
00000000000000000362,0.1,소규모,2018-03-23,2018,0.35725701970185075,0.3833013589686906,0.399758531264733,0.4971586062920186,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.46027332381092,37.5336671018879]}"
00000000000000000367,0.1,소규모,2018-03-27,2018,0.5674498987853444,0.5697099584338767,0.5405413848221234,0.5790549208113808,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.72186003025604,37.00630259760001]}"
00000000000000000372,0.1,소규모,2018-03-30,2018,0.39443822699482733,0.4404014082969026,0.4539105656154228,0.5774116584047547,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.2931150026204,37.52520818718951]}"
00000000000000000375,0.1,소규모,2018-04-01,2018,0.39529649485842255,0.4208677416887561,0.5545444417249366,0.46436583973343,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.19929551645589,38.16446045511046]}"
0000000000000000037c,0.1,소규모,2018-04-12,2018,0.6136068902697481,0.5839716569944576,0.6686214258051917,0.6328540808464844,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.12267032395347,37.97290193295548]}"
0000000000000000039b,0.1,소규모,2018-08-01,2018,0.46769199949784324,0.49088087845825584,0.5536942335514654,0.602805710086849,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.91785735571342,37.86629820407075]}"
000000000000000003ab,0.1,소규모,2018-11-20,2018,0.5943933137760201,0.6448893512033348,0.61057130271451,0.7061208510267709,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.53330448086423,37.90223409946048]}"
000000000000000003ac,0.1,소규모,2018-11-22,2018,0.4134610192030586,0.47002586050698786,0.48836983567204234,0.49955666125070713,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.43398692310086,38.20750415757937]}"
000000000000000003ad,0.1,소규모,2018-11-23,2018,0.12311421182379637,0.13888307885744575,0.18084584646546906,0.11798792301459181,Sentinel-2,"{""type"":""Point"",""coordinates"":[129.2963884463862,37.31085474044932]}"
00000000000000000345,0.15,소규모,2018-02-04,2018,0.2868360755943837,0.34488243967988247,0.3564091228849712,0.34742035705957874,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.2540532773922,37.197125368081174]}"
00000000000000000385,0.15,소규모,2018-04-21,2018,0.24217528278629638,0.251543745315869,0.16145803574968748,0.2853827379858641,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.78576540520719,38.08721990666267]}"
00000000000000000386,0.15,소규모,2018-04-20,2018,0.2600208266953136,0.3046345569286294,0.29769206993330954,0.5003547976682154,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.30111462991027,37.40744332836802]}"
00000000000000000397,0.15,소규모,2018-06-24,2018,0.44701405617277323,0.454136284654189,0.4492887534897786,0.5089095101725951,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.05475175805424,37.78858053181024]}"
0000000000000000035f,0.16,소규모,2018-03-14,2018,0.30414014958027313,0.36511892454277917,0.3485946546407227,0.49414663579536505,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.31176742232697,37.08311953144773]}"
00000000000000000363,0.16,소규모,2018-03-25,2018,0.3885890571417395,0.4025243600049366,0.4267639557200628,0.5480408471248353,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.06519251137455,37.80873566857182]}"
0000000000000000034a,0.2,소규모,2018-02-11,2018,0.4732803209534245,0.4961992306246108,0.47623892707550824,0.5186921244997166,Sentinel-2,"{""type"":""Point"",""coordinates"":[128.6828607324426,37.15218654766455]}"
00000000000000000360,0.2,소규모,2018-03-14,2018,0.3190610896337315,0.32493346807237905,0.3423170980448928,0.3988893107583599,Sentinel-2,"{""type"":""Point"",""coordinates"":[127.71470962992055,37.86438970881987]}"
